longname,Population,Population [StatCan],Population [GHS-POP],Population (2010),Population Change (2010-2020),Population (2000),Population Change (2000-2020),PW Density (r=1km),PW Density (1km) [StatCan],PW Density (r=1km) [GHS-POP],PW Density (r=1km) (2010),PW Density (r=1km) Change (2010-2020),PW Density (r=1km) (2000),PW Density (r=1km) Change (2000-2020),AW Density,Area-weighted Density [StatCan],AW Density [GHS-POP],AW Density (2010),AW Density (2000),Area,Compactness
"Morogoro, Tanzania",,,2946213.2,,,,,,,1550.0956,,,,,,,41.768160531698946,,,70537.29952421635,0.22970306029373688
"Koulikoro, Mali",,,2943029.2,,,,,,,1079.1182,,,,,,,32.61308358447846,,,90240.75391020908,0.1776134147015449
"Kansas, USA",2937880.0,,2982458.0,2853118.0,0.02970855043499778,2688418.0,0.09279137396044812,878.8019412015335,,787.4673,871.6350039839801,0.008222406379729433,873.6796614976412,0.005862880789867353,13.786662267108731,,13.995854552206549,13.388897529582124,12.616005758851935,213095.81268332014,0.534225863139955
"Schleswig-Holstein, Germany",,,2921927.0,,,,,,,1437.8401,,,,,,,176.89122740995379,,,16518.2131572206,0.07606419246598614
"Stavropol'skiy kray, Russia",,,2913035.5,,,,,,,2366.11,,,,,,,44.01178437350393,,,66187.62546136875,0.2315495311426318
"Kyiv, Ukraine",,,2888008.5,,,,,,,9220.151,,,,,,,3432.779869122064,,,841.3031450043461,0.15279479744650976
"Kigoma, Tanzania",,,2881530.0,,,,,,,1876.6816,,,,,,,62.385066173320915,,,46189.41962799891,0.2688753441198614
"Dolnośląskie, Poland",,,2863741.5,,,,,,,2163.2166,,,,,,,148.04785548102828,,,19343.35009916423,0.16753413988730845
"Montagnes, Ivory Coast",,,2859979.2,,,,,,,2131.0945,,,,,,,93.2457844256987,,,30671.40533606562,0.26908724695314856
"San Luis Potosí, Mexico",,,2857751.0,,,,,,,3077.3188,,,,,,,45.03178133091089,,,63460.75850298135,0.28695397650881593
"Noord-Holland, Netherlands",,,2855439.5,,,,,,,3908.6777,,,,,,,931.6405058714814,,,3064.9585135083253,0.161547789005027
"Kayes, Mali",,,2851565.0,,,,,,,1333.4177,,,,,,,23.54383495105657,,,121117.26937977159,0.2753996211808352
"Rīf Dimashq, Syria",,,2848989.5,,,,,,,6405.154,,,,,,,161.4728129672413,,,17643.7720235789,0.35301785065847247
"Mato Grosso do Sul, Brazil",,,2844047.5,,,,,,,2066.8137,,,,,,,7.973177393871436,,,356701.89681043226,0.33341393355617893
"Pampanga, Philippines",,,2836050.8,,,,,,,4650.032,,,,,,,1332.6170168543324,,,2128.1814010559096,0.440860824517288
"Tshopo, Democratic Republic of the Congo",,,2821575.8,,,,,,,3472.2898,,,,,,,13.952487499396467,,,202227.43436409105,0.26940933580258075
"Incheon-gwangyeoksi, South Korea",,,2818702.8,,,,,,,13721.867,,,,,,,2082.983786558579,,,1353.2043639460803,0.06687229195592752
"Ibaraki, Japan",,,2816223.5,,,,,,,1261.9376,,,,,,,450.2619363848319,,,6254.633741887116,0.24982845118700453
"Bourgogne-Franche-Comté, France",,,2805075.0,,,,,,,931.5557,,,,,,,58.38767629521374,,,48042.24415127037,0.20461702691104036
"P’yŏngan-bukto [Phyeonganpukto], North Korea",,,2791454.8,,,,,,,9498.767,,,,,,,220.70282307563681,,,12648.024665472194,0.21576054000378833
"Namangan, Uzbekistan",,,2789305.0,,,,,,,2310.1677,,,,,,,374.24467270325226,,,7453.158864900418,0.18353186603593605
"Iloilo, Philippines",,,2785720.0,,,,,,,2014.134,,,,,,,535.2959572955083,,,5204.074422819062,0.1143914767636297
"Mopti, Mali",,,2784009.0,,,,,,,1278.464,,,,,,,34.38401526813446,,,80968.117838759,0.31063560874222673
"Abuja Federal Capital Territory, Nigeria",,,2783552.8,,,,,,,3238.1775,,,,,,,405.9654892089289,,,6856.62408256445,0.6950343325102422
"Novosibirskaya oblast', Russia",,,2775556.8,,,,,,,3787.4028,,,,,,,15.611969663491449,,,177783.893373213,0.15466873253194555
"Leinster, Ireland",,,2774250.5,,,,,,,2367.9248,,,,,,,137.4977758189522,,,20176.69364814269,0.218075968030152
"Free State, South Africa",,,2767175.8,,,,,,,2348.901,,,,,,,21.31424735542159,,,129827.51414377899,0.2601298353929613
"North, Cameroon",,,2762464.5,,,,,,,3883.7058,,,,,,,41.01134168770336,,,67358.54976498571,0.41253650389260993
"Ouest, Rwanda",,,2762064.5,,,,,,,1356.6843,,,,,,,488.85277743000375,,,5650.094726925195,0.2885773133722709
"Tabasco, Mexico",,,2758412.5,,,,,,,1929.0248,,,,,,,109.6969621656419,,,25145.751035792677,0.13081474039641267
"Hirosima, Japan",,,2755713.0,,,,,,,2840.3708,,,,,,,301.92946956047103,,,9127.009046223891,0.1288017588421848
"Central, Ghana",,,2747763.0,,,,,,,2532.7463,,,,,,,281.9577203573408,,,9745.301517254453,0.21185934510885018
"Kankan, Guinea",,,2746903.0,,,,,,,2964.6953,,,,,,,38.81856159166264,,,70762.61683508575,0.20426833870177866
"Almaty oblysy, Kazakhstan",,,2738140.0,,,,,,,2280.4648,,,,,,,12.251159705725666,,,223500.47389557015,0.2624604435223557
"Geita, Tanzania",,,2738043.8,,,,,,,1123.3466,,,,,,,133.06542933337354,,,20576.67242135658,0.27473707338896236
"Tanga, Tanzania",,,2718762.0,,,,,,,1246.2456,,,,,,,99.64536429677455,,,27284.380153427814,0.362524715182726
"Sarawak, Malaysia",,,2712629.8,,,,,,,1658.9639,,,,,,,21.693676347704656,,,125042.41819238791,0.13025043963512525
"Sassandra-Marahoué, Ivory Coast",,,2709848.8,,,,,,,2661.5933,,,,,,,113.32667787228569,,,23911.83436131326,0.5457628045580619
"Béni Mellal-Khénifra, Morocco",,,2709641.5,,,,,,,4455.5166,,,,,,,100.63296478867264,,,26925.983008551888,0.37640455606422507
"Bas-Sassandra, Ivory Coast",,,2702692.5,,,,,,,2294.2207,,,,,,,95.1899542178375,,,28392.62317339729,0.33399759024335424
"Sulawesi Tenggara, Indonesia",,,2687674.5,,,,,,,2001.0671,,,,,,,71.97336413079606,,,37342.6271296105,0.0657670413560966
"Western Australia, Australia",,,2679351.0,,,,,,,1327.7705,,,,,,,1.056190125171831,,,2536807.4706853535,0.2050640685118287
"Al Baḩr al Aḩmar, Sudan",,,2678547.2,,,,,,,14355.284,,,,,,,12.375539663896301,,,216438.82390149354,0.5053981634501339
"Sughd, Tajikistan",,,2677256.2,,,,,,,2140.8704,,,,,,,105.70373254239921,,,25327.925377905798,0.07632203485031354
"Nasarawa, Nigeria",,,2676089.0,,,,,,,2754.8357,,,,,,,101.7210210759586,,,26308.12168117809,0.2830723414925972
"Dosso, Niger",,,2675734.0,,,,,,,2734.4526,,,,,,,85.70610454397692,,,31219.87650981204,0.38343302962361686
"Krasnoyarskiy kray, Russia",,,2662089.8,,,,,,,3036.553,,,,,,,1.1433219139411086,,,2328381.6373497075,0.009996482356396155
"Madhyama paḷāta, Sri Lanka",,,2659578.2,,,,,,,1212.0565,,,,,,,467.8069585961412,,,5685.204550999464,0.3277062750299449
"Gyeongsangbuk-do, South Korea",,,2657236.0,,,,,,,2062.3767,,,,,,,135.93471387698347,,,19547.88386434324,0.2364599533734366
"Copperbelt, Zambia",,,2655918.0,,,,,,,3285.7126,,,,,,,85.30533429231268,,,31134.254639915747,0.3637425377178978
"Kharkivska oblast, Ukraine",,,2651239.5,,,,,,,4485.6533,,,,,,,84.34335325764489,,,31433.88776470885,0.21035770565455253
"Davao del Sur, Philippines",,,2651157.8,,,,,,,7329.7104,,,,,,,625.4967088986069,,,4238.483931703233,0.24130650769382028
"Atlántico, Colombia",,,2641684.2,,,,,,,12954.64,,,,,,,751.8857431024372,,,3513.411810549646,0.5317531391868754
"Kemerovskaya oblast', Russia",,,2639884.8,,,,,,,3089.9214,,,,,,,27.55260336397412,,,95812.53412342627,0.1673234097924958
"Dakuṇu paḷāta, Sri Lanka",,,2637252.5,,,,,,,957.0724,,,,,,,454.12323215688053,,,5807.349884907319,0.2315276323752929
"Hwanghae-namdo [Hwanghainamto], North Korea",,,2636299.8,,,,,,,8444.924,,,,,,,285.3364758940343,,,9239.266524687313,0.09068005515809291
"Bayelsa, Nigeria",,,2628531.2,,,,,,,5847.4233,,,,,,,291.6411318238282,,,9012.89620418775,0.3419448066251007
"Kalimantan Tengah, Indonesia",,,2628092.5,,,,,,,1975.379,,,,,,,16.976717619636606,,,154805.69088103002,0.38288926838443554
"Arbīl, Iraq",,,2619584.2,,,,,,,5629.474,,,,,,,179.48790441139045,,,14594.767589440746,0.16961559797530673
"Dodoma, Tanzania",,,2614314.5,,,,,,,830.062,,,,,,,64.30664337341425,,,40653.87902178726,0.4060539000772169
"An Nīl al Abyaḑ, Sudan",,,2613185.0,,,,,,,3405.9175,,,,,,,64.80075952377385,,,40326.45634410018,0.27609881994765967
"Sulawesi Utara, Indonesia",,,2603879.5,,,,,,,2761.111,,,,,,,165.20480813008166,,,15761.52370789181,0.08459632652743669
"Sīstān va Balūchestān, Iran",,,2602924.5,,,,,,,5585.555,,,,,,,14.648600747217442,,,177690.99895049262,0.37753696344282633
"Perak, Malaysia",,,2597748.0,,,,,,,1970.5455,,,,,,,122.49367675063468,,,21207.200803420576,0.20800323883116068
"Vayamba paḷāta, Sri Lanka",,,2596575.2,,,,,,,648.80945,,,,,,,308.8421756861506,,,8407.45032387893,0.23603091598491768
"Antalya, Turkey",,,2590889.5,,,,,,,4418.1577,,,,,,,118.81192215634148,,,21806.64577238904,0.23562159259739154
"Sizuoka, Japan",,,2584345.5,,,,,,,1758.5758,,,,,,,318.39756345738465,,,8116.725115410304,0.1763201865669356
"Hauts-Bassins, Burkina Faso",,,2581649.8,,,,,,,3465.9048,,,,,,,101.93667394839512,,,25326.01516218732,0.22542642524943532
"Maputo (City), Mozambique",,,2570942.0,,,,,,,7848.9385,,,,,,,3447.2832509080904,,,745.787860432634,0.4374007817688652
"Noord-Brabant, Netherlands",,,2564204.0,,,,,,,1951.2272,,,,,,,502.3618915002437,,,5104.296411382463,0.17744955570401802
"Centre-Val de Loire, France",,,2561738.8,,,,,,,1104.9885,,,,,,,64.79843540919293,,,39533.959945529285,0.24633481585938655
"Surxondaryo, Uzbekistan",,,2560758.5,,,,,,,1588.9506,,,,,,,127.54517318494624,,,20077.26702669324,0.4173992442790651
"Permskiy kray, Russia",,,2554318.0,,,,,,,2537.2632,,,,,,,15.859335372185706,,,161060.84776287622,0.17267164084797895
"Volgogradskaya oblast', Russia",,,2543133.8,,,,,,,2785.3638,,,,,,,22.486188596805004,,,113097.59050768374,0.20853873766227807
"Brandenburg, Germany",,,2539616.8,,,,,,,1065.1927,,,,,,,85.1590042451197,,,29822.05783771292,0.1468464877288022
"HaMerkaz, Israel",,,2529929.8,,,,,,,6472.8755,,,,,,,1948.77712451737,,,1298.2140020894165,0.24753373838111956
"Samut Prakan, Thailand",,,2527649.8,,,,,,,6493.1597,,,,,,,2616.7446972527623,,,965.9519909044621,0.43051278470761345
"Bābil, Iraq",,,2513819.5,,,,,,,4614.9404,,,,,,,368.18159657315266,,,6827.662010804873,0.29014346455067586
"Miyagi, Japan",,,2505078.5,,,,,,,3071.0737,,,,,,,326.1890676747984,,,7679.835862854529,0.13838171281191455
"L'Oriental, Morocco",,,2494386.0,,,,,,,4746.882,,,,,,,37.63702791922391,,,66274.7867699176,0.21413031408054134
"Miranda, Venezuela",,,2492175.0,,,,,,,5674.4497,,,,,,,277.4808813249536,,,8981.429596518587,0.3305182355055492
"Lvivska oblast, Ukraine",,,2474704.2,,,,,,,3375.7812,,,,,,,113.36495242751045,,,21829.535469371924,0.294681437263827
"Stockholms län, Sweden",,,2473877.8,,,,,,,4558.474,,,,,,,322.86302596309383,,,7662.313585213027,0.060737605703782206
"Galicia, Spain",,,2456866.8,,,,,,,2759.5554,,,,,,,80.6800942878445,,,30451.956851148087,0.15412644086977156
"Kyôto, Japan",,,2451306.5,,,,,,,5274.3877,,,,,,,514.9349518256494,,,4760.41972157676,0.15269947812430182
"Saratovskaya oblast', Russia",,,2450073.0,,,,,,,3256.2407,,,,,,,24.208942917200833,,,101205.2863431383,0.1546117660669666
"Quezon, Philippines",,,2442966.5,,,,,,,2191.46,,,,,,,251.3010944030658,,,9721.272825345071,0.054255663102562815
"Kepulauan Riau, Indonesia",,,2442404.5,,,,,,,6138.9336,,,,,,,237.27377906945875,,,10293.613182116589,0.01831529836224964
"Nueva Ecija, Philippines",,,2441544.2,,,,,,,1965.1106,,,,,,,451.87816176147044,,,5403.102996795848,0.5057095204402989
"Łódzkie, Poland",,,2436532.2,,,,,,,2113.0466,,,,,,,136.1886228119001,,,17890.864887922904,0.28133020169314266
"Benguela, Angola",,,2431423.0,,,,,,,5906.4106,,,,,,,61.477796535006505,,,39549.61200692198,0.34882541253228294
"Al Madīnah al Munawwarah, Saudi Arabia",,,2429833.5,,,,,,,4737.7275,,,,,,,16.819906918136056,,,144461.76853571247,0.37564695526330105
"Bolívar, Colombia",,,2425790.2,,,,,,,6470.922,,,,,,,92.13107797695152,,,26329.77170425447,0.1541917523816446
"Mandera, Kenya",,,2419465.0,,,,,,,5208.948,,,,,,,87.4252990960963,,,27674.655105732818,0.5083329100652955
"Sergipe, Brazil",,,2418911.5,,,,,,,3543.7473,,,,,,,110.42620505056507,,,21905.230727546605,0.3262526729984906
"Sofala, Mozambique",,,2413855.8,,,,,,,2499.748,,,,,,,35.670828591222545,,,67670.30218619517,0.26360549508475406
"Ciudad Autónoma de Buenos Aires, Argentina",,,2408692.5,,,,,,,16173.474,,,,,,,14388.126591008044,,,167.4083477626148,0.6061515697306753
"Camarines Sur, Philippines",,,2395933.5,,,,,,,1878.7551,,,,,,,400.5846943712339,,,5981.090974433527,0.13121828564383
"Nakuru, Kenya",,,2392061.8,,,,,,,3132.2166,,,,,,,317.8407930526303,,,7525.9746460672395,0.18598126844837812
"Al Anbār, Iraq",,,2390835.2,,,,,,,4713.997,,,,,,,17.564222772228145,,,136119.6154822344,0.4226721302872679
"Irkutskaya oblast', Russia",,,2388132.8,,,,,,,2740.3118,,,,,,,3.0619397370966466,,,779941.1337417257,0.07970308199462707
"Manica, Mozambique",,,2387839.0,,,,,,,1936.8464,,,,,,,37.95348007284822,,,62914.88937027019,0.20255299104543725
"Daegu-gwangyeoksi, South Korea",,,2379657.2,,,,,,,10760.507,,,,,,,3314.724031701135,,,717.9050887016818,0.3127320647071824
"Voronezhskaya oblast', Russia",,,2370928.8,,,,,,,3020.4343,,,,,,,45.407565558933975,,,52214.39909441518,0.16835315795570976
"Lisboa, Portugal",,,2369259.5,,,,,,,5224.716,,,,,,,826.8735602856344,,,2865.32260044881,0.42666946645715825
"Dhī Qār, Iraq",,,2367291.5,,,,,,,8234.953,,,,,,,169.51113946229404,,,13965.403733992238,0.5291280508959234
"Hamgyŏng-bukto [Hamkyeongpukto], North Korea",,,2355033.0,,,,,,,7265.958,,,,,,,144.7505879918263,,,16269.591942058174,0.1909914063875437
"Ḩajjah, Yemen",,,2350239.5,,,,,,,6887.704,,,,,,,275.62565533497974,,,8526.925757849547,0.1720428863479611
"Wilayah Persekutuan Kuala Lumpur, Malaysia",,,2348121.0,,,,,,,8075.501,,,,,,,8691.275879923603,,,270.1698844267546,0.6472091735512484
"Đắk Lắk, Vietnam",,,2347513.8,,,,,,,1847.3114,,,,,,,154.275736232971,,,15216.350978581824,0.45760727261885537
"Pomorskie, Poland",,,2345407.0,,,,,,,2106.8142,,,,,,,125.46332331307582,,,18693.965200868875,0.18598235240297656
"Odeska oblast, Ukraine",,,2345119.5,,,,,,,5050.626,,,,,,,70.6780609746759,,,33180.30330289142,0.08260892660015201
"Mara, Tanzania",,,2335791.5,,,,,,,810.98846,,,,,,,78.25954102368105,,,29846.731394619324,0.34842805853583675
"Nakhon Ratchasima, Thailand",,,2333154.8,,,,,,,692.3757,,,,,,,112.61845202811803,,,20717.339902855965,0.2895038905773718
"Sud-Ubangi, Democratic Republic of the Congo",,,2321635.5,,,,,,,3449.1013,,,,,,,44.29827518234017,,,52409.162443542205,0.32173431652984974
"Arusha, Tanzania",,,2312863.5,,,,,,,1948.4067,,,,,,,55.79394644262692,,,41453.663837497574,0.44582323598755424
"Sharq Dārfūr, Sudan",,,2312774.8,,,,,,,5931.3745,,,,,,,42.745142706495805,,,54106.14174060383,0.4821995197889955
"Maniema, Democratic Republic of the Congo",,,2308576.2,,,,,,,3743.9224,,,,,,,18.000500728823205,,,128250.66839965206,0.1772391208423883
"Konya, Turkey",,,2307766.8,,,,,,,2869.2957,,,,,,,57.30448783632101,,,40272.00725694786,0.33323986592171617
"Alger, Algeria",,,2297596.8,,,,,,,10663.587,,,,,,,5973.557175209378,,,384.62789969353014,0.4029543907085156
"Western, Ghana",,,2297472.5,,,,,,,4886.1567,,,,,,,159.72215613038296,,,14384.181604238725,0.31854228454465877
"Dahūk, Iraq",,,2297461.0,,,,,,,11625.673,,,,,,,355.0661081561717,,,6470.516186212536,0.26380450533125943
"Southern, Zambia",,,2289862.0,,,,,,,1020.3212,,,,,,,26.723355946663403,,,85687.66604652083,0.43322284998143445
"Nangarhār, Afghanistan",,,2288859.2,,,,,,,3001.3743,,,,,,,301.04170574449756,,,7603.130085711839,0.31198678998204055
"Niigata, Japan",,,2280322.8,,,,,,,1719.1409,,,,,,,175.24164613376254,,,13012.447670455125,0.13211983947125822
"Castilla y León, Spain",,,2270845.8,,,,,,,3365.701,,,,,,,24.093561367758948,,,94251.14516439883,0.16170479598980708
"Santander, Colombia",,,2269061.8,,,,,,,7637.323,,,,,,,74.03619264241443,,,30648.006995163632,0.3093385051423299
"Altayskiy kray, Russia",,,2257918.8,,,,,,,2049.6094,,,,,,,13.41617041691906,,,168298.3056888239,0.20607805073362154
"Nord, Rwanda",,,2245337.2,,,,,,,1132.8313,,,,,,,623.3317948010193,,,3602.1542118138846,0.3916378452772299
"Eastern, Zambia",,,2241045.5,,,,,,,744.79126,,,,,,,43.952781826152496,,,50987.56908866569,0.2334391701800142
"Islamabad, Pakistan",,,2235584.8,,,,,,,6486.8315,,,,,,,1504.1208751998715,,,1486.3065773905503,0.6019062701714892
"Carabobo, Venezuela",,,2233231.0,,,,,,,3820.7578,,,,,,,432.5972845059572,,,5162.378683330007,0.3448730868792216
"Hwanghae-bukto [Hwanghaipukto], North Korea",,,2225908.0,,,,,,,9092.113,,,,,,,243.9178212342181,,,9125.647272253256,0.23188292751616005
"Gaziantep, Turkey",,,2222474.0,,,,,,,14043.194,,,,,,,377.97541715281477,,,5879.943242714798,0.2845840005211873
"Sachsen-Anhalt, Germany",,,2218984.2,,,,,,,1244.0922,,,,,,,105.1455318591731,,,21103.93290864705,0.18695540550888892
"Thiès, Senegal",,,2213822.8,,,,,,,4197.4365,,,,,,,328.79897116787015,,,6733.058628914385,0.31321748839310987
"Alborz, Iran",,,2211769.2,,,,,,,8329.903,,,,,,,475.02518643338385,,,4656.109429915822,0.34366250535029536
"Northern, Ghana",,,2207304.2,,,,,,,3282.1975,,,,,,,90.54927668582539,,,24376.82917842161,0.17343629971862903
"Hamadān, Iran",,,2204158.5,,,,,,,8421.754,,,,,,,109.92013282728162,,,20052.363869168643,0.28642988530369007
"Cần Thơ, Vietnam",,,2200446.0,,,,,,,5230.129,,,,,,,1282.279625840595,,,1716.0422388817913,0.49035970956554203
"An Giang, Vietnam",,,2200358.0,,,,,,,2390.8474,,,,,,,647.5751449477983,,,3397.841960375692,0.3807599051915464
"Cabo Delgado, Mozambique",,,2194600.5,,,,,,,1742.5354,,,,,,,27.63924233744791,,,79401.61576088413,0.26508807472416246
"Kilimanjaro, Tanzania",,,2182027.8,,,,,,,1333.167,,,,,,,152.28258986302302,,,14328.806411571517,0.3450662269298273
"Querétaro, Mexico",,,2179352.5,,,,,,,3133.2725,,,,,,,185.63655982408116,,,11739.88842534718,0.30121791671879505
"Yucatán, Mexico",,,2167861.2,,,,,,,2435.6418,,,,,,,56.27169340692863,,,38524.898021517074,0.49499094863640963
"Chungcheongnam-do, South Korea",,,2167808.0,,,,,,,2058.2126,,,,,,,254.38723188998685,,,8521.685557463425,0.16017289355023764
"Manicaland, Zimbabwe",,,2166212.2,,,,,,,501.20126,,,,,,,60.44031024910864,,,35840.52168282751,0.18743258323600762
"Gīlān, Iran",,,2162674.2,,,,,,,3571.9412,,,,,,,153.76134500322897,,,14065.136136488558,0.34162214385924544
"Podkarpackie, Poland",,,2148158.8,,,,,,,1110.301,,,,,,,119.86330147566999,,,17921.738543435968,0.24443065974199418
"Leningradskaya oblast', Russia",,,2145409.8,,,,,,,1962.4589,,,,,,,25.28718550218782,,,84841.77686814459,0.06085913264986737
"Türkistan oblysy, Kazakhstan",,,2135474.2,,,,,,,1188.6367,,,,,,,18.376055814742383,,,116209.60839087098,0.21748290493877265
"Chiang Mai, Thailand",,,2134549.2,,,,,,,1387.8486,,,,,,,94.50469893327151,,,22586.699646619436,0.20696887022725424
"Kedah, Malaysia",,,2132067.5,,,,,,,1558.4022,,,,,,,215.42274092645195,,,9897.132915637327,0.17433231936413038
"Federacija Bosne i Hercegovine, Bosnia and Herzegovina",,,2128379.2,,,,,,,1312.2966,,,,,,,81.51184988257587,,,26111.286310715495,0.08102878618010075
"Canarias, Spain",,,2126518.0,,,,,,,4180.2305,,,,,,,247.77580094967178,,,8582.428113841264,0.07480078394289563
"Lubelskie, Poland",,,2125231.0,,,,,,,1305.379,,,,,,,84.72831616247078,,,25082.889596492907,0.20109515562629252
"As Sulaymānīyah, Iraq",,,2121772.2,,,,,,,5498.6597,,,,,,,117.16980020849606,,,18108.52494605644,0.2081266266064921
"Gelderland, Netherlands",,,2118954.2,,,,,,,1804.797,,,,,,,410.3037106960822,,,5164.355560921406,0.17051787203339955
"Niassa, Mozambique",,,2118073.0,,,,,,,1909.6232,,,,,,,16.471920761399954,,,128586.88617319359,0.40699487892953173
"New Mexico, USA",2117522.0,,2167851.2,2059179.0,0.028333136653005884,1819046.0,0.1640838109646485,972.2659839881574,,975.16345,959.0016582743742,0.01383138975760578,868.4868981262522,0.1194941294863596,6.723991491469433,,6.8838072802886465,6.538728794984201,5.77620909090508,314920.38660168584,0.6782596355578608
"Şanlıurfa, Turkey",,,2116472.0,,,,,,,6990.5864,,,,,,,107.61416647658092,,,19667.224765064628,0.4181548654169213
"Mbeya, Tanzania",,,2115450.2,,,,,,,2014.2245,,,,,,,57.85465897903696,,,36564.907430644635,0.25337871864129363
"Artibonite, Haiti",,,2109866.5,,,,,,,4957.692,,,,,,,420.5069230418819,,,5017.435824213197,0.275257473674223
"Dhamār, Yemen",,,2104146.5,,,,,,,6359.2383,,,,,,,277.2439346268962,,,7589.513194695048,0.2916947236071429
"Gandaki, Nepal",,,2102863.0,,,,,,,956.4229,,,,,,,94.47408077941462,,,22258.623557395884,0.2285093280579165
"Kujawsko-pomorskie, Poland",,,2100441.2,,,,,,,1834.2242,,,,,,,116.7932757399569,,,17984.265247227795,0.25073549987806293
"Cochabamba, Bolivia",,,2096797.9,,,,,,,3047.053,,,,,,,37.23844491270005,,,56307.342584139275,0.23003475145587013
"Luhanska oblast, Ukraine",,,2096183.1,,,,,,,2875.0398,,,,,,,78.5913791945635,,,26671.921863218835,0.20559955882577496
"Nagano, Japan",,,2095678.8,,,,,,,1477.0337,,,,,,,153.9339889833661,,,13614.139176413184,0.2402866037140166
"Leyte, Philippines",,,2088501.0,,,,,,,1576.5223,,,,,,,352.14886089310784,,,5930.733368562419,0.2123596365443454
"Francisco Morazán, Honduras",,,2086638.2,,,,,,,8117.066,,,,,,,244.32942411781633,,,8540.265903437881,0.40323117764330374
"Cuanza-Sul, Angola",,,2081423.4,,,,,,,3445.9329,,,,,,,37.3476264950958,,,55731.07504631697,0.3187736397650139
"Thüringen, Germany",,,2070863.5,,,,,,,1235.9305,,,,,,,131.3249367775854,,,15769.004355260087,0.1313442141505826
"La Habana, Cuba",,,2070408.4,,,,,,,6696.908,,,,,,,2706.5846582029535,,,764.9523796438922,0.3792781472788856
"Huambo, Angola",,,2068568.4,,,,,,,2898.8,,,,,,,62.11854878665278,,,33300.33324031013,0.3213051743775889
"Tipaza, Algeria",,,2066616.2,,,,,,,4243.5386,,,,,,,792.3365052627372,,,2608.2557553178926,0.2237984358255811
"Āsīr, Saudi Arabia",,,2064791.6,,,,,,,2401.9163,,,,,,,26.714169511640982,,,77292.00131414324,0.5111645259801504
"Sabaragamuva paḷāta, Sri Lanka",,,2062583.4,,,,,,,742.2501,,,,,,,407.3940917216261,,,5062.870122351629,0.2949798279399768
"País Vasco, Spain",,,2060418.5,,,,,,,6764.872,,,,,,,278.4970675661035,,,7398.34899522216,0.12501592814326445
"Gihu, Japan",,,2056388.1,,,,,,,1741.3278,,,,,,,194.70993060418184,,,10561.290421187354,0.24321219477146308
"Kakamega, Kenya",,,2054930.5,,,,,,,836.738,,,,,,,681.3940737185376,,,3015.773954102259,0.1925704958406533
"Castilla-La Mancha, Spain",,,2052587.4,,,,,,,1909.4227,,,,,,,25.836962818521922,,,79443.83360448804,0.18754885092195314
"Mendoza, Argentina",,,2052566.8,,,,,,,3342.1506,,,,,,,13.56003322552522,,,151368.85845797756,0.3598100521889765
"Harare, Zimbabwe",,,2044775.9,,,,,,,3472.4316,,,,,,,2273.2452813625036,,,899.4963683700832,0.4721027832543323
"Āfar, Ethiopia",,,2041981.5,,,,,,,2622.98,,,,,,,21.282564067340658,,,95946.21651502697,0.36549800267499877
"Mashonaland West, Zimbabwe",,,2040235.2,,,,,,,804.1906,,,,,,,35.464417047862575,,,57529.07899900089,0.2927095781813083
"Mont-Liban, Lebanon",,,2031246.1,,,,,,,11279.182,,,,,,,985.4517777210908,,,2061.233406770409,0.4027270238541601
"Horad Minsk, Belarus",,,2030608.5,,,,,,,10666.206,,,,,,,7927.164891274151,,,256.158226535088,0.13402165583795014
"Kachin, Myanmar",,,2017293.0,,,,,,,4641.484,,,,,,,22.67248555599304,,,88975.37921098233,0.22999997876104747
"Distrito Federal, Venezuela",,,2014828.5,,,,,,,9549.016,,,,,,,4093.9763550937205,,,492.14463525006755,0.457805343874411
"Kassalā, Sudan",,,2014497.5,,,,,,,5495.0176,,,,,,,44.42662270922345,,,45344.37634805331,0.5232538539015946
"Morelos, Mexico",,,2013224.1,,,,,,,2783.6155,,,,,,,405.38610050580183,,,4966.189325406303,0.32817613898233233
"Cortés, Honduras",,,2010428.6,,,,,,,4899.432,,,,,,,502.7010633415784,,,3999.252779845309,0.17430856601045325
"Shinyanga, Tanzania",,,2002224.4,,,,,,,672.89844,,,,,,,116.6841004752083,,,17159.359045883117,0.21452283782221315
"Maluku, Indonesia",,,1996458.8,,,,,,,3850.9773,,,,,,,38.642447378685766,,,51664.914761615175,0.017607475394045943
"Savanes, Ivory Coast",,,1980060.5,,,,,,,1824.0879,,,,,,,49.29876738602963,,,40164.50319123218,0.15697889393998493
"Nāgāland, India",,,1979370.5,,,,,,,3808.1306,,,,,,,117.96416781385759,,,16779.421553868477,0.2788839076614393
"Mon, Myanmar",,,1978719.6,,,,,,,3962.9097,,,,,,,165.0893850532836,,,11985.747141534002,0.08484540396588663
"La Libertad, Peru",,,1976552.0,,,,,,,5627.576,,,,,,,78.88713592936351,,,25055.441254323498,0.16226488304692227
"West, Cameroon",,,1973964.1,,,,,,,2263.723,,,,,,,142.22652244624558,,,13879.015608681977,0.32608889199323426
"Midlands, Zimbabwe",,,1971702.6,,,,,,,588.917,,,,,,,39.98054200797709,,,49316.555653662654,0.2069029623248167
"Est, Burkina Faso",,,1965779.5,,,,,,,1211.5863,,,,,,,42.437808358261634,,,46321.41894333498,0.3003103176081237
